Year,Amount,Term,Zip,CreateJob,NoEmp,RealEstate,RevLineCr,UrbanRural,Default,Month_num,Bank_1ST CENTENNIAL BANK,Bank_ADVANTAGE CERT. DEVEL CORP,Bank_ALTAPACIFIC BANK,Bank_AMERICAN CONTINENTAL BANK,Bank_AMERICAN RIVER BANK,Bank_AMERICANWEST BANK,Bank_AMERICAS UNITED BANK,Bank_AURORA BANK FSB,Bank_BANC OF CALIFORNIA NATL ASSOC,Bank_BANCO POPULAR NORTH AMERICA,Bank_BANK OF AMERICA CALIFORNIA N.A,Bank_BANK OF AMERICA NATL ASSOC,Bank_BANK OF MANHATTAN NATL ASSOC,Bank_BANK OF SOUTHERN CALIFORNIA NA,Bank_BANK OF STOCKTON,Bank_BANK OF THE SIERRA,Bank_BANK OF THE WEST,Bank_BAY AREA EMPLOYMENT DEVEL CO,Bank_BBCN BANK,Bank_BENEFICIAL STATE BANK,Bank_BRIDGE BANK NATL ASSOC,"Bank_BUSINESS LOAN CENTER, LLC",Bank_CALIFORNIA BANK & TRUST,Bank_CALIFORNIA COASTAL CERT. DEVEL,Bank_CALIFORNIA CU,Bank_CALIFORNIA STATEWIDE CERT. DEV,Bank_CALIFORNIA UNITED BANK,"Bank_CAPITAL ACCESS GROUP, INC.",Bank_CAPITAL ONE BK (USA) NATL ASSO,Bank_CAPITAL ONE NATL ASSOC,Bank_CATHAY BANK,Bank_CDC SMALL BUS. FINAN CORP,Bank_CEN CAL BUSINESS FINANCE GROUP,Bank_CENTRAL VALLEY COMMUNITY BANK,Bank_CERTIFIED DEVEL CORP OF TULARE,Bank_CITIBANK INTERNATIONAL,"Bank_CITIBANK, N.A.",Bank_CITICAPITAL SMALL BUS. FINANCE,Bank_CITIZENS BANK NATL ASSOC,Bank_CITIZENS BUSINESS BANK,Bank_CITY NATIONAL BANK,Bank_COAST NATIONAL BANK,Bank_COMERICA BANK,Bank_COMMERCEWEST BANK,Bank_COMMERCIAL BANK OF CALIFORNIA,Bank_COMMUNITY BANK,Bank_COMMUNITY VALLEY BANK,Bank_COMMUNITY W. BANK NATL ASSOC,Bank_COMPASS BANK,Bank_DESERT COMMUN BANK A DIVISION,Bank_EAST WEST BANK,Bank_ECONOMIC DEVEL CORP - SHASTA C,Bank_EH NATIONAL BANK,Bank_ENTERPRISE FUNDING CORPORATION,Bank_FAR EAST NATIONAL BANK,Bank_FARMERS & MERCHANTS BK OF CENT,Bank_FDIC/MISSION VIEJO NATL BK,Bank_FDIC/PLACER BANK OF COMMERCE,Bank_FIRST BANK,Bank_FIRST CALIFORNIA BANK,Bank_FIRST ENTERTAINMENT CU,Bank_FIRST MERCHANTS BANK NATL ASSO,Bank_FIRST NATL BK OF NORTHERN CALI,Bank_FIRST NATL BK OF SOUTHERN CALI,Bank_FIRST NIAGARA BANK NATL ASSOC,Bank_FIRST NORTHERN BANK OF DIXON,Bank_FIRST PRIVATE BANK & TRUST,Bank_FIRST-CITIZENS BK & TR CO,Bank_FOCUS BUSINESS BANK,Bank_FOUNDERS COMMUNITY BANK,Bank_FREMONT BANK,Bank_FRESNO FIRST BANK,Bank_FRONTIER BANK FSB D/B/A EL PAS,Bank_GE CAP. SMALL BUS. FINAN CORP,Bank_GOLDEN PACIFIC BANK NATL ASSOC,Bank_GOVERMNET FUNDING CALBIDCO,Bank_GRANDPOINT BANK,Bank_GREATER SACRAMENTO CERT. DEVEL,Bank_GROW AMERICA FUND INC,Bank_HANMI BANK,Bank_HERITAGE BANK OF COMMERCE,Bank_HERITAGE OAKS BANK,Bank_INNOVATIVE BANK,Bank_INTERNATL CITY BANK NATL ASSOC,Bank_JPMORGAN CHASE BANK NATL ASSOC,Bank_LANDMARK CERT. DEVEL CORP,Bank_LOANS FROM OLD CLOSED LENDERS,Bank_LOGIX FCU,Bank_LOS ANGELES CNTY SMALL BUS. DE,Bank_MANUFACTURERS BANK,Bank_MECHANICS BANK,Bank_MERRILL LYNCH BANK USA,Bank_MID ST. DEVEL CORP,Bank_MISSION BANK,Bank_MISSION NATIONAL BANK,Bank_MISSION VALLEY BANK,Bank_MONTECITO BANK & TRUST,Bank_MONTEREY COUNTY BANK,Bank_MORTGAGE CAP. DEVEL CORP,Bank_MUFG UNION BANK NATL ASSOC,Bank_MUTUAL OF OMAHA BANK,Bank_NATIONAL BANK OF CALIFORNIA,Bank_NEIGHBORHOOD NATIONAL BANK,Bank_NORTH VALLEY BANK,Bank_ONEWEST BANK NATL ASSOC,Bank_OPEN BANK,Bank_OPUS BANK,Bank_ORANGE COUNTY BUSINESS BANK,Bank_PACIFIC CITY BANK,Bank_PACIFIC ENTERPRISE BANK,Bank_PACIFIC MERCANTILE BANK,Bank_PACIFIC WESTERN BANK,Bank_PFF BANK & TRUST,Bank_PLAZA BANK,"Bank_PNC BANK, NATIONAL ASSOCIATION",Bank_PREMIER VALLEY BANK,"Bank_RABOBANK, NATIONAL ASSOCIATION","Bank_READYCAP LENDING, LLC",Bank_REDDING BANK OF COMMERCE,Bank_SAFE CU,Bank_SAN DIEGO PRIVATE BANK,Bank_SANTA CLARA VALLEY BANK NATL A,Bank_SANTA CRUZ COUNTY BANK,Bank_SBA - EDF ENFORCEMENT ACTION,Bank_SBA DENVER FINANCE CENTER,Bank_SEACOAST COMMERCE BANK,Bank_SECURITY BANK OF CALIFORNIA,Bank_SHINHAN BANK AMERICA,Bank_SOUTH CNTY BANK NATL ASSOC,Bank_SOUTHLAND CREDIT UNION,Bank_SOUTHLAND ECONOMIC DEVEL CORP,Bank_STEARNS BK NATL ASSOC,Bank_SUCCESS CAP. EXPANSION & DEVEL,Bank_SUNCREST BANK,Bank_SUNRISE BANK OF ARIZONA,Bank_SUNWEST BANK,"Bank_SUPERIOR FINANCIAL GROUP, LLC",Bank_TELESIS COMMUNITY CU,Bank_THE HUNTINGTON NATIONAL BANK,Bank_TRI COUNTIES BANK,Bank_U.S. BANK NATIONAL ASSOCIATION,Bank_U.S. BK NATL ASSOCIATION DBA P,Bank_UMPQUA BANK,"Bank_UNION BANK, N.A.",Bank_UNITED MIDWEST SAVINGS BANK,Bank_UNITI BANK,Bank_VALLEY COMMUNITY BANK,"Bank_WACHOVIA SBA LENDING, INC.",Bank_WELLS FARGO BANK NATL ASSOC,Bank_WESTAMERICA BANK,Bank_WESTERN ALLIANCE BANK,Bank_WILSHIRE BANK,Bank_WILSHIRE STATE BANK,Bank_ZIONS FIRST NATIONAL BANK,State_CA,City_ACAMPO,City_ACTON,City_ADELANTO,City_AGOURA,City_AGOURA HILLS,City_AGUANGA,City_ALAMEDA,City_ALBANY,City_ALHAMBRA,City_ALISO VIEJO,City_ALPINE,City_ALTADENA,City_ALVISO,City_ANAHEIM,City_ANTELOPE,City_ANTIOCH,City_APPLE VALLEY,City_ARCADE,City_ARCADIA,City_ARCATA,City_ARTESIA,City_ATWATER,City_AUBURN,City_AZUSA,City_Arcata,City_BAKERSFIELD,City_BALDWIN PARK,City_BARSTOW,City_BASS LAKE,City_BELL,City_BELL GARDENS,City_BELLFLOWER,City_BELMONT,City_BEN LOMOND,City_BENICIA,City_BERKELEY,City_BETHEL ISLAND,City_BEVERLY GLEN,City_BEVERLY HILLS,City_BIG BEAR,City_BLOOMINGTON,City_BLUE LAKE,City_BONITA,City_BOULDER CREEK,City_BRAWLEY,City_BREA,City_BRENTWOOD,City_BUENA PARK,City_BURBANK,City_BURLINGAME,City_BURNEY,City_BUTTE VALLEY,City_BYRON,City_Bellflower,City_Berkeley,City_Bonsall,City_Burbank,City_CALABASAS,City_CALIENTE,City_CAMARILLO,City_CAMERON PARK,City_CAMPBELL,City_CANOGA ANNEX,City_CANOGA PARK,City_CAPISTRANO BEACH,City_CAPITOLA,City_CARLSBAD,City_CARMEL,City_CARMICHAEL,City_CARPINTERIA,City_CARSON,City_CASTAIC,City_CASTRO VALLEY,City_CATHEDRAL CITY,City_CERES,City_CERRITOS,City_CERRITOS (DAIRY VALLEY),City_CHATSWORTH,City_CHICO,City_CHINO,City_CHINO HILLS,City_CHOWCHILLA,City_CHULA VISTA,City_CITRUS HEIGHTS,City_CITY OF INDUSTRY,City_CITY OF INDUSTRY (INDUSTRY),City_CLAREMONT,City_CLOVERDALE,City_CLOVIS,City_COLFAX,City_COLTON,City_COMMERCE,City_COMPTON,City_CONCORD,City_CORONA,City_CORONA DEL MAR,City_CORONA DL MAR,City_CORONADO,City_CORTE MADERA,City_COSTA MESA,City_COTATI,City_COTTONWOOD,City_COVINA,City_CULVER CITY,City_CUPERTINO,City_CYPRESS,City_Camarillo,City_Carmel by the Sea,City_Chatsworth,City_Chino Hills,City_Chula Vista,City_Citrus Heights,City_Corona,City_DALY CITY,City_DANA POINT,City_DANVILLE,City_DAVIS,City_DEL MAR,City_DELHI,City_DESERT HOT SPRINGS,City_DIAMOND BAR,City_DISCOVERY BAY,City_DIXON,City_DOWNEY,City_DUBLIN,City_Danville,City_EARLIMART,City_EL CAJON,City_EL CENTRO,City_EL DORADO HILLS,City_EL MONTE,City_EL SEGUNDO,City_ELK GROVE,City_ENCINITAS,City_ENCINO,City_ESCONDIDO,City_ETIWANDA,City_EUREKA,City_EXETER,City_El Cajon,City_El centro,City_FAIR OAKS,City_FAIRFIELD,City_FALLBROOK,City_FOLSOM,City_FONTANA,City_FORT BRAGG,City_FORTUNA,City_FOUNTAIN VALLEY,City_FRAZIER PARK,City_FREMONT,City_FREMONT (CENTERVILLE),City_FRESNO,City_FULLERTON,City_Fair Oaks,City_Fairfield,City_Fresno,City_Fullerton,City_GALT,City_GARDEN GROVE,City_GARDENA,City_GILROY,City_GLENDALE,City_GOLETA,City_GRANADA HILLS,City_GRAND TERRACE,City_GRANITE BAY,City_GRASS VALLEY,City_GROVER BEACH,City_GROVER CITY,City_Garden grove,City_Gilroy,City_Glendale,City_Granada Hills,City_HACIENDA HEIGHTS,City_HALF MOON BAY,City_HANFORD,City_HAWAIIAN GARDENS,City_HAWTHORNE,City_HAYWARD,City_HEMET,City_HERCULES,City_HERMOSA BEACH,City_HESPERIA,City_HIGHLAND,City_HILMAR,City_HOLLISTER,City_HUNTINGTON BEACH,City_HUNTINGTON PARK,City_Hayward,City_Hemet,City_IDYLLWILD,City_IMPERIAL,City_IMPERIAL BEACH,City_INDIO,City_INGLEWOOD,City_IRVINE,City_ISLETON,City_Irvine,City_JUNELAKE,City_KELSEYVILLE,City_KENSINGTON,City_KING CITY,City_LA CANADA,City_LA CANADA FLINTRIDGE,"City_LA CANADA,",City_LA COSTA,City_LA HABRA,City_LA JOLLA,City_LA MESA,City_LA MIRADA,City_LA PALMA,City_LA PUENTE,City_LA QUINTA,City_LA VERNE,City_LADERA RANCH,City_LAGUNA BEACH,City_LAGUNA HILLS,City_LAGUNA HILLS (LEISURE WORLD),City_LAGUNA NIGUEL,City_LAKE ELSINORE,City_LAKE FOREST,City_LAKE ISABELLA (ISABELLA),City_LAKELAND VILLAGE,City_LAKESHORE,City_LANCASTER,City_LATHROP,City_LAWNDALE,City_LINCOLN,City_LINDSAY,City_LIVERMORE,City_LOMITA,City_LONG BEACH,City_LOOMIS,City_LOS ALAMITOS,City_LOS ALTOS,City_LOS ALTOS TERRACE,City_LOS ANGELES,City_LOS BANOS,City_LOS GATOS,City_La Habra,City_La Mesa,City_Los Angeles,City_MADERA,City_MALIBU,City_MAMMOTH LAKES,City_MANHATTAN BEACH,City_MANTECA,City_MARINA,City_MARINA DEL REY,City_MARKLEEVILLE,City_MARTINEZ,City_MARYSVILLE,City_MECCA,City_MENIFEE,City_MENTONE,City_MERCED,City_MIDDLETOWN,City_MILL VALLEY,City_MILLBRAE,City_MILPITAS,City_MIRA LOMA,City_MISSION VIEJO,City_MODESTO,City_MONROVIA,City_MONTCLAIR,City_MONTEBELLO,City_MONTEREY,City_MONTEREY PARK,City_MONTROSE,City_MOORPARK,City_MORENO,City_MORENO VALLEY,City_MORGAN HILL,City_MORGAN HILL (MORGANHILL),City_MORRO BAY,City_MURRIETA,City_Manhattan beach,City_Mar Vista,City_Murrieta,City_NAPA,City_NEVADA CITY,City_NEWARK,City_NEWBURY PARK,City_NEWHALL,City_NEWPORT BEACH,City_NORCO,City_NORTH HIGHLANDS,City_NORTH HILLS,City_NORTH HOLLYWOOD,City_NORTHRIDGE,City_NORWALK,City_NOVATO,City_North Hollywood,City_OAK GLEN,City_OAK HILLS,City_OAK VIEW,City_OAKDALE,City_OAKLAND,City_OCEANO,City_OCEANSIDE,City_OLIVEHURST,City_ONTARIO,City_ORANGE,City_ORANGEVALE,City_OROVILLE,City_OXNARD,City_Orange,City_PACIFIC MANOR,City_PACIFIC PALISADES,City_PACIFICA,City_PACOIMA,City_PALM DESERT,City_PALM SPRINGS,City_PALMDALE,City_PALO ALTO,City_PALOS VERDES ESTATES,City_PALOS VERDES PENINSULA,City_PANORAMA CITY,City_PARADISE,City_PARAMOUNT,City_PARLIER,City_PASADENA,City_PASO ROBLES,City_PASO ROBLES (CORPORATE NAME EL,City_PATTERSON,City_PERRIS,City_PETALUMA,City_PICO RIVERA,City_PINOLE,City_PISMO BEACH (PISMO),City_PITTSBURG,City_PLACENTIA,City_PLACERVILLE,City_PLAYA DEL REY,City_PLEASANT HILL,City_PLEASANT HILL (PLEASANT HILLS),City_PLEASANTON,City_POMONA,City_PORT HUENEME,City_PORTERVILLE,City_POWAY,City_Palm Desert,City_Pismo Beach,City_Quincy,City_RAMONA,City_RANCH SANTA MARGARITA,City_RANCHO CUCAMONGA,City_RANCHO DOMINGUEZ,City_RANCHO MIRAGE,City_RANCHO SANTA MARGARITA,City_RCH CUCAMONGA,City_RED BLUFF,City_RED BLUFFS,City_REDDING,City_REDLANDS,City_REDONDO BEACH,City_REDWOOD CITY,City_REDWOOD SHORES,City_REEDLEY,City_RESEDA,City_RICHMOND,City_RIO VISTA,City_RIPON,City_RIVERSIDE,City_ROCKLIN,City_ROHNERT PARK,City_ROLLING HILLS ESTATE,City_ROSEMEAD,City_ROSEVILLE,City_ROSSMOOR,City_ROWLAND HEIGHTS,City_Rancho Murieta,City_Redondo Beach,City_Riverside,City_Roseville,City_SACRAMENTO,City_SACRAMENTP,"City_SACREMENTO,",City_SAINT HELENA,City_SALIDA,City_SALINAS,City_SAN BERNARDINO,City_SAN CARLOS,City_SAN CLEMENTE,City_SAN DIEGO,City_SAN DIMAS,City_SAN FERNANDO,City_SAN FRANCISCO,City_SAN FRANCSICO,City_SAN GABRIEL,City_SAN JOSE,City_SAN JUAN CAPISTRANO,City_SAN LEANDRO,City_SAN LUIS OBISPO,City_SAN MARCOS,City_SAN MATEO,City_SAN PABLO,City_SAN PEDRO,City_SAN RAFAEL,City_SAN RAMON,City_SAN YSIDRO,City_SAND CITY,City_SANTA ANA,City_SANTA BARBARA,City_SANTA CLARA,City_SANTA CLARITA,City_SANTA CRUZ,City_SANTA FE SPRINGS,City_SANTA MARIA,City_SANTA MONICA,City_SANTA PAULA,City_SANTA ROSA,City_SANTEE,City_SARATOGA,City_SCOTTS VALLEY,City_SEBASTIANI,City_SELMA,City_SHADOW HILLS,City_SHERMAN OAKS,City_SHINGLE SPRINGS,City_SIGNAL HILL,City_SIMI (SIMI VALLEY),City_SIMI VALLEY,City_SIMI VALLEY (SIMI),City_SOLANA BEACH,City_SOMERSET,City_SONORA,City_SOUTH EL MONTE,City_SOUTH PASADENA,City_SOUTH SAN FRANCISCO,City_SPRING VALLEY,City_STANTON,City_STOCKTON,City_STUDIO CITY,City_SUISUN CITY,City_SUN VALLEY,City_SUN VILLAGE,City_SUNLAND,City_SUNNYVALE,City_SUSANVILLE,City_SYLMAR,City_Sacramento,City_San Bernardino,City_San Diego,City_San Francisco,City_San Jose,City_San Luis Obispo,City_San Rafael,City_San clemente,City_Santa clara,City_Santa cruz,"City_Silver Lake, CA",City_Stanton,City_Sun valley,City_TAHOE CITY,City_TARZANA,City_TEHACHAPI,City_TEMECULA,City_TEMPLE CITY,City_TEMPLE CITY (RUDELL),City_THOUSAND OAKS,City_TOLUCA LAKE,City_TOPANGA,City_TORRANCE,City_TRACY,City_TRUCKEE,City_TUJUNGA,City_TULARE,City_TURLOCK,City_TUSTIN,City_TWAIN HARTE,City_TWENTYNINE PALMS,City_TWIN PEAKS,City_Temecula,City_UKIAH,City_UNION CITY,City_UPLAND,City_VACAVILLE,City_VALENCIA,City_VALLEJO,City_VALLEY CENTER,City_VALLEY VILLAGE,City_VALLEY VLG,City_VAN NUYS,City_VENTURA,City_VENTURA (CORPORATE NAME SAN BU,City_VERNON,City_VICTORVILLE,City_VISALIA,City_VISTA,City_Ventura,City_WALNUT,City_WALNUT CREEK,City_WALNUT GROVE,City_WARNER SPRINGS,City_WATSONVILLE,City_WEAVERVILLE,City_WEST COVINA,City_WEST HILLS,City_WEST HOLLYWOOD,City_WEST HOLLYWOOD (BR. P.O. NAME,City_WEST SACRAMENTO,City_WESTLAKE VILLAGE,City_WESTMINSTER,City_WHITTIER,City_WILDOMAR,City_WILLIAMS,City_WILLITS,City_WILMINGTON,City_WINDSOR,City_WINNETKA,City_WOODLAND,City_WOODLAND HILLS,City_WRIGHTWOOD,City_Watsonville,City_YORBA LINDA,City_YUBA CITY
2001,32812,36,92801,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,30000,56,90505,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,30000,36,92103,0,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
